claim_id,qkey,value,unit,category,file,line,quoted_context
L2-597,extract_rules_toplift_10_conf,0.949,confidence,deterministic,watcher.log,2332,[TOP 30 BY LIFT] conf=0.949 lift= 834x GO:0005886 + GO:0065002 => GO:0043952
L2-598,extract_rules_toplift_10_lift,834,lift (x),deterministic,watcher.log,2332,[TOP 30 BY LIFT] conf=0.949 lift= 834x GO:0005886 + GO:0065002 => GO:0043952
L2-599,extract_rules_toplift_11_conf,0.856,confidence,deterministic,watcher.log,2333,[TOP 30 BY LIFT] conf=0.856 lift= 827x PF00849 => GO:0003723 + GO:0000455
L2-600,extract_rules_toplift_11_lift,827,lift (x),deterministic,watcher.log,2333,[TOP 30 BY LIFT] conf=0.856 lift= 827x PF00849 => GO:0003723 + GO:0000455
L2-601,extract_rules_toplift_12_conf,0.992,confidence,deterministic,watcher.log,2334,[TOP 30 BY LIFT] conf=0.992 lift= 827x GO:0003723 + GO:0000455 => PF00849
L2-602,extract_rules_toplift_12_lift,827,lift (x),deterministic,watcher.log,2334,[TOP 30 BY LIFT] conf=0.992 lift= 827x GO:0003723 + GO:0000455 => PF00849
L2-603,extract_rules_toplift_13_conf,0.902,confidence,deterministic,watcher.log,2335,[TOP 30 BY LIFT] conf=0.902 lift= 816x GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527
L2-604,extract_rules_toplift_13_lift,816,lift (x),deterministic,watcher.log,2335,[TOP 30 BY LIFT] conf=0.902 lift= 816x GO:0003677 + GO:0000786 => GO:0046982 + GO:0030527
L2-605,extract_rules_toplift_14_conf,0.986,confidence,deterministic,watcher.log,2336,[TOP 30 BY LIFT] conf=0.986 lift= 816x GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786
L2-606,extract_rules_toplift_14_lift,816,lift (x),deterministic,watcher.log,2336,[TOP 30 BY LIFT] conf=0.986 lift= 816x GO:0046982 + GO:0030527 => GO:0003677 + GO:0000786
L2-607,extract_rules_toplift_15_conf,0.945,confidence,deterministic,watcher.log,2337,[TOP 30 BY LIFT] conf=0.945 lift= 809x PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-608,extract_rules_toplift_15_lift,809,lift (x),deterministic,watcher.log,2337,[TOP 30 BY LIFT] conf=0.945 lift= 809x PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-609,extract_rules_toplift_16_conf,0.983,confidence,deterministic,watcher.log,2338,[TOP 30 BY LIFT] conf=0.983 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-610,extract_rules_toplift_16_lift,809,lift (x),deterministic,watcher.log,2338,[TOP 30 BY LIFT] conf=0.983 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-611,extract_rules_toplift_17_conf,0.940,confidence,deterministic,watcher.log,2339,[TOP 30 BY LIFT] conf=0.940 lift= 809x PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984
L2-612,extract_rules_toplift_17_lift,809,lift (x),deterministic,watcher.log,2339,[TOP 30 BY LIFT] conf=0.940 lift= 809x PF13853 => plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984
L2-613,extract_rules_toplift_18_conf,0.983,confidence,deterministic,watcher.log,2340,[TOP 30 BY LIFT] conf=0.983 lift= 809x plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-614,extract_rules_toplift_18_lift,809,lift (x),deterministic,watcher.log,2340,[TOP 30 BY LIFT] conf=0.983 lift= 809x plddt_mean_med + GO:0005886 + GO:0004930 + GO:0004984 => PF13853
L2-615,extract_rules_toplift_19_conf,0.945,confidence,deterministic,watcher.log,2341,[TOP 30 BY LIFT] conf=0.945 lift= 809x plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-616,extract_rules_toplift_19_lift,809,lift (x),deterministic,watcher.log,2341,[TOP 30 BY LIFT] conf=0.945 lift= 809x plddt_mean_med + PF13853 => GO:0005886 + GO:0004930 + GO:0004984
L2-617,extract_rules_toplift_20_conf,0.978,confidence,deterministic,watcher.log,2342,[TOP 30 BY LIFT] conf=0.978 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853
L2-618,extract_rules_toplift_20_lift,809,lift (x),deterministic,watcher.log,2342,[TOP 30 BY LIFT] conf=0.978 lift= 809x GO:0005886 + GO:0004930 + GO:0004984 => plddt_mean_med + PF13853
L2-619,extract_rules_toplift_21_conf,0.960,confidence,deterministic,watcher.log,2343,[TOP 30 BY LIFT] conf=0.960 lift= 802x GO:0000455 => PF00849 + GO:0003723
L2-620,extract_rules_toplift_21_lift,802,lift (x),deterministic,watcher.log,2343,[TOP 30 BY LIFT] conf=0.960 lift= 802x GO:0000455 => PF00849 + GO:0003723
L2-621,extract_rules_toplift_22_conf,0.857,confidence,deterministic,watcher.log,2344,[TOP 30 BY LIFT] conf=0.857 lift= 802x PF00849 + GO:0003723 => GO:0000455
L2-622,extract_rules_toplift_22_lift,802,lift (x),deterministic,watcher.log,2344,[TOP 30 BY LIFT] conf=0.857 lift= 802x PF00849 + GO:0003723 => GO:0000455
L2-623,extract_rules_toplift_23_conf,0.856,confidence,deterministic,watcher.log,2345,[TOP 30 BY LIFT] conf=0.856 lift= 801x PF00849 => GO:0000455
L2-624,extract_rules_toplift_23_lift,801,lift (x),deterministic,watcher.log,2345,[TOP 30 BY LIFT] conf=0.856 lift= 801x PF00849 => GO:0000455
L2-625,extract_rules_toplift_24_conf,0.960,confidence,deterministic,watcher.log,2346,[TOP 30 BY LIFT] conf=0.960 lift= 801x GO:0000455 => PF00849
L2-626,extract_rules_toplift_24_lift,801,lift (x),deterministic,watcher.log,2346,[TOP 30 BY LIFT] conf=0.960 lift= 801x GO:0000455 => PF00849
L2-627,extract_rules_toplift_25_conf,0.967,confidence,deterministic,watcher.log,2347,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887
L2-628,extract_rules_toplift_25_lift,792,lift (x),deterministic,watcher.log,2347,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0005524 + GO:0016887
L2-629,extract_rules_toplift_26_conf,0.967,confidence,deterministic,watcher.log,2348,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887
L2-630,extract_rules_toplift_26_lift,792,lift (x),deterministic,watcher.log,2348,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0005524 + GO:0015833 => PF08352 + GO:0016887
L2-631,extract_rules_toplift_27_conf,0.967,confidence,deterministic,watcher.log,2349,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0016887
L2-632,extract_rules_toplift_27_lift,792,lift (x),deterministic,watcher.log,2349,[TOP 30 BY LIFT] conf=0.967 lift= 792x PF00005 + GO:0015833 => PF08352 + GO:0016887
L2-633,extract_rules_toplift_28_conf,0.990,confidence,deterministic,watcher.log,2350,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833
L2-634,extract_rules_toplift_28_lift,792,lift (x),deterministic,watcher.log,2350,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0005524 + GO:0015833
L2-635,extract_rules_toplift_29_conf,0.990,confidence,deterministic,watcher.log,2351,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833
L2-636,extract_rules_toplift_29_lift,792,lift (x),deterministic,watcher.log,2351,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0005524 + GO:0016887 => PF00005 + GO:0015833
L2-637,extract_rules_toplift_30_conf,0.990,confidence,deterministic,watcher.log,2352,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0015833
L2-638,extract_rules_toplift_30_lift,792,lift (x),deterministic,watcher.log,2352,[TOP 30 BY LIFT] conf=0.990 lift= 792x PF08352 + GO:0016887 => PF00005 + GO:0015833
L2-639,extract_rules_toplift_3_conf,1.000,confidence,deterministic,watcher.log,2355,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-640,extract_rules_toplift_3_lift,921,lift (x),deterministic,watcher.log,2355,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-641,extract_rules_topconf_2_conf,1.000,confidence,deterministic,watcher.log,2356,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 + GO:0071555 => GO:0008658
L2-642,extract_rules_topconf_2_lift,776,lift (x),deterministic,watcher.log,2356,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 + GO:0071555 => GO:0008658
L2-643,extract_rules_topconf_3_conf,1.000,confidence,deterministic,watcher.log,2357,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 => GO:0008658
L2-644,extract_rules_topconf_3_lift,776,lift (x),deterministic,watcher.log,2357,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 776x PF00905 => GO:0008658
L2-645,extract_rules_topconf_4_conf,1.000,confidence,deterministic,watcher.log,2358,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-646,extract_rules_topconf_4_lift,735,lift (x),deterministic,watcher.log,2358,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-647,extract_rules_topconf_5_conf,1.000,confidence,deterministic,watcher.log,2359,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-648,extract_rules_topconf_5_lift,735,lift (x),deterministic,watcher.log,2359,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 735x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0006397 + GO:0008033
L2-649,extract_rules_topconf_6_conf,1.000,confidence,deterministic,watcher.log,2360,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-650,extract_rules_topconf_6_lift,734,lift (x),deterministic,watcher.log,2360,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-651,extract_rules_topconf_7_conf,1.000,confidence,deterministic,watcher.log,2361,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-652,extract_rules_topconf_7_lift,734,lift (x),deterministic,watcher.log,2361,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-653,extract_rules_topconf_8_conf,1.000,confidence,deterministic,watcher.log,2362,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-654,extract_rules_topconf_8_lift,734,lift (x),deterministic,watcher.log,2362,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x plddt_mean_med + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-655,extract_rules_topconf_9_conf,1.000,confidence,deterministic,watcher.log,2363,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-656,extract_rules_topconf_9_lift,734,lift (x),deterministic,watcher.log,2363,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 734x PF01824 + PF01348 + GO:0009507 => GO:0003723 + GO:0006397 + GO:0008033
L2-657,extract_rules_topconf_10_conf,1.000,confidence,deterministic,watcher.log,2364,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-658,extract_rules_topconf_10_lift,681,lift (x),deterministic,watcher.log,2364,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-659,extract_rules_topconf_11_conf,1.000,confidence,deterministic,watcher.log,2365,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-660,extract_rules_topconf_11_lift,681,lift (x),deterministic,watcher.log,2365,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-661,extract_rules_topconf_12_conf,1.000,confidence,deterministic,watcher.log,2366,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-662,extract_rules_topconf_12_lift,681,lift (x),deterministic,watcher.log,2366,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-663,extract_rules_topconf_13_conf,1.000,confidence,deterministic,watcher.log,2367,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-664,extract_rules_topconf_13_lift,681,lift (x),deterministic,watcher.log,2367,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-665,extract_rules_topconf_14_conf,1.000,confidence,deterministic,watcher.log,2368,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-666,extract_rules_topconf_14_lift,681,lift (x),deterministic,watcher.log,2368,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 => plddt_mean_med + GO:0006397 + GO:0008033
L2-667,extract_rules_topconf_15_conf,1.000,confidence,deterministic,watcher.log,2369,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-668,extract_rules_topconf_15_lift,681,lift (x),deterministic,watcher.log,2369,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-669,extract_rules_topconf_16_conf,1.000,confidence,deterministic,watcher.log,2370,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-670,extract_rules_topconf_16_lift,681,lift (x),deterministic,watcher.log,2370,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-671,extract_rules_topconf_17_conf,1.000,confidence,deterministic,watcher.log,2371,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-672,extract_rules_topconf_17_lift,663,lift (x),deterministic,watcher.log,2371,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-673,extract_rules_topconf_18_conf,1.000,confidence,deterministic,watcher.log,2372,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-674,extract_rules_topconf_18_lift,663,lift (x),deterministic,watcher.log,2372,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-675,extract_rules_topconf_19_conf,1.000,confidence,deterministic,watcher.log,2373,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-676,extract_rules_topconf_19_lift,663,lift (x),deterministic,watcher.log,2373,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-677,extract_rules_topconf_20_conf,1.000,confidence,deterministic,watcher.log,2374,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-678,extract_rules_topconf_20_lift,663,lift (x),deterministic,watcher.log,2374,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-679,extract_rules_count,"53,447",association rules (summary),deterministic,watcher.log,2377,"Total rules: 53,447"
L2-680,extract_rules_conf_ge99,"12,776",rules with confidence >= 99%,deterministic,watcher.log,2378,"Confidence >= 99%: 12,776"
L2-681,extract_rules_conf_ge90,"31,775",rules with confidence >= 90%,deterministic,watcher.log,2379,"Confidence >= 90%: 31,775"
L2-682,extract_rules_lift_ge5,"51,126",rules with lift >= 5.0,deterministic,watcher.log,2380,"Lift >= 5.0: 51,126"
L2-683,extract_rules_lift_ge100,"40,428",rules with lift >= 100,deterministic,watcher.log,2381,"Lift >= 100: 40,428"
L2-684,extract_rules_cross_domain,"45,286",cross-domain rules (Pfam<=>GO),deterministic,watcher.log,2382,"Cross-domain (Pfam<=>GO): 45,286"
L2-685,meta_log_pipeline_end_timestamp,Mon Feb  9 04:48:08 UTC 2026,timestamp (pipeline end banner),external-fact,watcher.log,2385,=== PIPELINE COMPLETE — Mon Feb 9 04:48:08 UTC 2026 ===
L2-686,run_minc3_min_count,3,min_count (proteins),method-parameter,yolo.log,2,YOLO MODE — min_count = 3
L2-687,run_minc3_target_k,23,target K,method-parameter,yolo.log,3,The DEFINITIVE answer to K=23
L2-688,run_minc3_support,1.458999928110210e-08,min_support (fraction),method-parameter,yolo.log,5,min_support = 1.458999928110210e-08
L2-689,dataset_plddt_pass,205620298,transactions (denominator used in verify),deterministic,yolo.log,6,verify: ceil(1.4589999281102103e-08 * 205620298) = 3
L2-690,run_minc3_min_count,3,min_count (verified ceil),method-parameter,yolo.log,6,verify: ceil(1.4589999281102103e-08 * 205620298) = 3
