claim_id,qkey,value,unit,category,file,line,quoted_context
L-137,bench_skewed_rows_nnz_level_ms,22,"ms (K=7, skew-nnz#r1)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,63,| 7 | 0 | 443 | 22 |
L-138,bench_skewed_rows_nnz_levels,K8: candidates=0; frequent=67,count,deterministic,bench/results/2026-08-31-3090x2/report.md,64,skewed_rows per-level: | 8 | 0 | 67 | 5 |
L-139,bench_skewed_rows_nnz_level_ms,5,"ms (K=8, skew-nnz#r1)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,64,| 8 | 0 | 67 | 5 |
L-140,bench_skewed_rows_nnz_levels,K9: candidates=0; frequent=4,count,deterministic,bench/results/2026-08-31-3090x2/report.md,65,skewed_rows per-level: | 9 | 0 | 4 | 2 |
L-141,bench_skewed_rows_nnz_level_ms,2,"ms (K=9, skew-nnz#r1)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,65,| 9 | 0 | 4 | 2 |
L-142,bench_smoke_twophase_wall_s,1.582,s (twophase-smoke#r0),hardware-dependent,bench/results/2026-08-31-3090x2/report.md,67,"**smoke** (twophase-smoke#r0, 1.582s):"
L-143,bench_smoke_twophase_levels,K1 (phase 1): candidates=118; frequent=118,count,deterministic,bench/results/2026-08-31-3090x2/report.md,71,smoke two-phase per-level: | 1 | 118 | 118 | 252 |
L-144,bench_smoke_twophase_level_ms,252,"ms (K=1, phase 1, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,71,| 1 | 118 | 118 | 252 |
L-145,bench_smoke_twophase_levels,K2 (phase 1): candidates=0; frequent=290,count,deterministic,bench/results/2026-08-31-3090x2/report.md,72,smoke two-phase per-level: | 2 | 0 | 290 | 48 |
L-146,bench_smoke_twophase_level_ms,48,"ms (K=2, phase 1, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,72,| 2 | 0 | 290 | 48 |
L-147,bench_smoke_twophase_levels,K3 (phase 1): candidates=0; frequent=202,count,deterministic,bench/results/2026-08-31-3090x2/report.md,73,smoke two-phase per-level: | 3 | 0 | 202 | 120 |
L-148,bench_smoke_twophase_level_ms,120,"ms (K=3, phase 1, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,73,| 3 | 0 | 202 | 120 |
L-149,bench_smoke_twophase_levels,K4 (phase 1): candidates=0; frequent=22,count,deterministic,bench/results/2026-08-31-3090x2/report.md,74,smoke two-phase per-level: | 4 | 0 | 22 | 7 |
L-150,bench_smoke_twophase_level_ms,7,"ms (K=4, phase 1, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,74,| 4 | 0 | 22 | 7 |
L-151,bench_smoke_twophase_levels,K5 (phase 1): candidates=0; frequent=0,count,deterministic,bench/results/2026-08-31-3090x2/report.md,75,smoke two-phase per-level: | 5 | 0 | 0 | 0 |
L-152,bench_smoke_twophase_level_ms,0,"ms (K=5, phase 1, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,75,| 5 | 0 | 0 | 0 |
L-153,bench_smoke_twophase_levels,K1 (phase 2): candidates=118; frequent=118,count,deterministic,bench/results/2026-08-31-3090x2/report.md,76,smoke two-phase per-level: | 1 | 118 | 118 | 2 |
L-154,bench_smoke_twophase_level_ms,2,"ms (K=1, phase 2, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,76,| 1 | 118 | 118 | 2 |
L-155,bench_smoke_twophase_levels,K2 (phase 2): candidates=0; frequent=290,count,deterministic,bench/results/2026-08-31-3090x2/report.md,77,smoke two-phase per-level: | 2 | 0 | 290 | 34 |
L-156,bench_smoke_twophase_level_ms,34,"ms (K=2, phase 2, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,77,| 2 | 0 | 290 | 34 |
L-157,bench_smoke_twophase_levels,K3 (phase 2): candidates=0; frequent=202,count,deterministic,bench/results/2026-08-31-3090x2/report.md,78,smoke two-phase per-level: | 3 | 0 | 202 | 87 |
L-158,bench_smoke_twophase_level_ms,87,"ms (K=3, phase 2, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,78,| 3 | 0 | 202 | 87 |
L-159,bench_smoke_twophase_levels,K4 (phase 2): candidates=0; frequent=22,count,deterministic,bench/results/2026-08-31-3090x2/report.md,79,smoke two-phase per-level: | 4 | 0 | 22 | 5 |
L-160,bench_smoke_twophase_level_ms,5,"ms (K=4, phase 2, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,79,| 4 | 0 | 22 | 5 |
L-161,bench_smoke_twophase_levels,K5 (phase 2): candidates=0; frequent=0,count,deterministic,bench/results/2026-08-31-3090x2/report.md,80,smoke two-phase per-level: | 5 | 0 | 0 | 0 |
L-162,bench_smoke_twophase_level_ms,0,"ms (K=5, phase 2, twophase-smoke#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,80,| 5 | 0 | 0 | 0 |
L-163,bench_stress_k2_legacy_1g_wall_s,2238.846,s (stressk2-legacy-1g#r0),hardware-dependent,bench/results/2026-08-31-3090x2/report.md,82,"**stress_k2** (stressk2-legacy-1g#r0, 2238.846s):"
L-164,bench_stress_k2_legacy_1g_levels,"K1: candidates=35,000; frequent=35,000",count,deterministic,bench/results/2026-08-31-3090x2/report.md,86,"stress_k2 per-level: | 1 | 35,000 | 35,000 | 72 |"
L-165,bench_stress_k2_legacy_1g_level_ms,72,"ms (K=1, stressk2-legacy-1g#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,86,"| 1 | 35,000 | 35,000 | 72 |"
L-166,bench_stress_k2_legacy_1g_levels,"K2: candidates=612,482,500; frequent=1,660,332",count,deterministic,bench/results/2026-08-31-3090x2/report.md,87,"stress_k2 per-level: | 2 | 612,482,500 | 1,660,332 | 175580 |"
L-167,bench_stress_k2_legacy_1g_level_ms,175580,"ms (K=2, stressk2-legacy-1g#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,87,"| 2 | 612,482,500 | 1,660,332 | 175580 |"
L-168,bench_stress_k2_legacy_1g_levels,"K3: candidates=1,301,153; frequent=1,301,153",count,deterministic,bench/results/2026-08-31-3090x2/report.md,88,"stress_k2 per-level: | 3 | 1,301,153 | 1,301,153 | 2046663 |"
L-169,bench_stress_k2_legacy_1g_level_ms,2046663,"ms (K=3, stressk2-legacy-1g#r0)",hardware-dependent,bench/results/2026-08-31-3090x2/report.md,88,"| 3 | 1,301,153 | 1,301,153 | 2046663 |"
L-170,hw_bench_gpu_model,2×RTX 3090; 2026-08-31,hardware/date,hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,1,"# GPU campaign findings — 2×RTX 3090, 2026-08-31"
L-171,hw_bench_gpu_model,2× RTX 3090 24 GB (sm_86),GPU,hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,4,"Box: 2× RTX 3090 24 GB (sm_86, driver 580.159.03, CuPy 14.1.1, no P2P — NCCL over SHM), vast.ai."
L-172,sw_bench_cupy_version,580.159.03 / CuPy 14.1.1,driver / library,software,bench/results/2026-08-31-3090x2/FINDINGS.md,5,"driver 580.159.03, CuPy 14.1.1, no P2P — NCCL over SHM"
L-173,bench_tier_equivalence_legs,7/7,tier-equivalence legs,deterministic,bench/results/2026-08-31-3090x2/FINDINGS.md,10,**Tier-equivalence chain: 7/7.** Tier 1 Polars == Tier 2 Rust == single-GPU == multi-GPU legacy == shared multi-GPU == efficient-apriori
L-174,bench_gpu_test_suite_result,114 passed / 0 failed,tests,software,bench/results/2026-08-31-3090x2/FINDINGS.md,13,**Full GPU test suite: 114 passed / 0 failed** — first-ever on-device run
L-175,bench_stress_k2_shared_vs_legacy_1g_speedup,8.8× / 16.3×,speedup,hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,22,## Finding 1 — shared/tiled kernel: 8.8× / 16.3× on the stress workload
L-176,bench_stress_k2_preset_params,"2,000,000 transactions × 35,000 items; min_count 30; K=3",preset params,method-parameter,bench/results/2026-08-31-3090x2/FINDINGS.md,24,"`stress_k2`: 2M transactions × 35K items, min_count 30, mined to K=3 —"
L-177,bench_stress_k2_ml3_candidates_total,612M K=2 candidates; ~76 billion K=3 candidates,count,deterministic,bench/results/2026-08-31-3090x2/FINDINGS.md,25,"612M K=2 candidates plus **~76 billion** K=3 candidates, every one exactly counted (no sampling)"
L-178,bench_stress_k2_shared_vs_legacy_1g_speedup,2238.8 s legacy → 253.3 s shared (±1 s over 3 reps); 8.8×,s / speedup (1× 3090 fused),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,30,| 1× 3090 (fused) | 2238.8 s | 253.3 s (±1 s over 3 reps) | **8.8×** |
L-179,bench_stress_k2_shared_vs_legacy_2g_speedup,1996.7 s legacy → 122.3 s shared; 16.3×,s / speedup (2× 3090 row-split),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,31,| 2× 3090 (dense row-split) | 1996.7 s | 122.3 s | **16.3×** |
L-180,bench_stress_k2_shared_throughput_counts_s,≈300M counts/s (1 GPU); ≈630M counts/s (2 GPUs),support counts per second,hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,33,"≈300M exact support counts/s on one 3090, ≈630M/s on two."
L-181,bench_deep_k_shared_vs_legacy_2g_speedup,0.97–1.07×,"speedup (deep_k/smoke, shared vs legacy)",hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,36,"On small/deep data (`deep_k`, `smoke`) shared is neutral (0.97–1.07×)"
L-182,sw_shared_kernel_min_pairs,64,pairs (sub-64-pair groups routed to legacy kernel),method-parameter,bench/results/2026-08-31-3090x2/FINDINGS.md,37,sub-64-pair groups route to the legacy kernel by design
L-183,bench_stress_k2_legacy_1g_k3_deficit,"9,285 fewer K=3 itemsets (−0.7%)",count,deterministic,bench/results/2026-08-31-3090x2/FINDINGS.md,43,"mined **9,285 fewer K=3 itemsets (−0.7% of that level)** than the seven exact configs"
L-184,sw_prefilter_reject_factor,0.7×min_count,prefilter reject threshold,method-parameter,bench/results/2026-08-31-3090x2/FINDINGS.md,45,rejects candidates whose sampled estimate is < 0.7×min_count *without exact recount*
L-185,bench_deep_k_density_auto_wall_s,10.4 s vs 1.3 s,s (density-auto vs dense),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,57,took 10.4 s vs 1.3 s dense: post-transition levels (K=5–9) spend seconds
L-186,sw_sparse_crossover_rule,n/32,crossover (mean support),method-parameter,bench/results/2026-08-31-3090x2/FINDINGS.md,60,"The n/32 crossover optimizes memory, not yet time, at this scale."
L-187,bench_deep_k_density_auto_host_rebuild_s,~2.5 s per level,s (host tidset rebuild),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,66,"the host tidset rebuild, not the pair loop, cost ~2.5 s per level"
L-188,bench_deep_k_density_auto_wall_s,1.34 s,"s (deepk-density-auto, 2026-09-01 rerun)",hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,67,`deepk-density-auto` runs in 1.34 s (== dense) with the identical signature
L-189,bench_stress_k2_filter_compact_wall_s,89.6 / 89.7 / 90.2 s,s (filter compact/cupy/cpu),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,73,**Filter impls** (compact/cupy/cpu) indistinguishable at this scale (89.6/89.7/90.2 s)
L-190,bench_stress_k2_filter_cpu_d2h_gb,2.4 GB,full-array D2H (cpu filter),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,74,the cpu impl's full-array D2H is only 2.4 GB here
L-191,doc_bench_findings_d2h_scale_gb,80 GB,D2H scale (not reachable on box),method-parameter,bench/results/2026-08-31-3090x2/FINDINGS.md,75,structurally required at the 80 GB-D2H scale this box cannot reach
L-192,bench_deep_k_nonccl_wall_s,0.9 s vs 1.3 s,s (NCCL fallback vs NCCL),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,76,"**NCCL fallback** (staged D2D): works, 0.9 s vs 1.3 s with NCCL on tiny data"
L-193,bench_skewed_rows_nnz_wall_s,1.5 vs 1.4 s,s (nnz vs rows balance),hardware-dependent,bench/results/2026-08-31-3090x2/FINDINGS.md,79,`nnz` shows no win over `rows` on the clustered preset (1.5 vs 1.4 s)
L-194,meta_log_bench_0901_git_sha,b8a5032b3e2c492dbc9e185ec24f0aa6b0206b4f,git sha,software,bench/results/2026-09-01-3090x2-sparse/env.txt,2,$ git rev-parse HEAD → b8a5032b3e2c492dbc9e185ec24f0aa6b0206b4f
L-195,meta_log_bench_0901_nvidia_smi_timestamp,Tue Sep  1 20:09:15 2026,timestamp,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/env.txt,6,nvidia-smi banner: Tue Sep  1 20:09:15 2026
L-196,sw_bench_driver_version,580.159.03 / CUDA 13.0,driver / CUDA,software,bench/results/2026-09-01-3090x2-sparse/env.txt,8,NVIDIA-SMI 580.159.03 Driver Version: 580.159.03 CUDA Version: 13.0
L-197,hw_bench_gpu_model,NVIDIA GeForce RTX 3090 (GPU 0),GPU model,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/env.txt,14,0  NVIDIA GeForce RTX 3090  On  00000000:01:00.0 Off
L-198,hw_bench_gpu_vram_mib,24576,MiB VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/env.txt,15,"1MiB / 24576MiB (49W / 360W, 46C, P5)"
L-199,hw_bench_gpu_model,NVIDIA GeForce RTX 3090 (GPU 1),GPU model,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/env.txt,18,1  NVIDIA GeForce RTX 3090  On  00000000:82:00.0 Off
L-200,meta_log_bench_pip_freeze_empty,(no output captured),—,software,bench/results/2026-09-01-3090x2-sparse/env.txt,32,pip freeze section empty (file otherwise identical to 2026-08-31 env.txt)
L-201,bench_campaign_0901_runs_status,13 ok / 0 failed,runs,deterministic,bench/results/2026-09-01-3090x2-sparse/report.md,3,"Runs: 13 ok, 0 failed/timeout."
L-202,bench_deep_k_density_auto_wall_s,1.3,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,9,deepk-density-auto | deep_k | legacy | compact | 2 | 1 | 1.3 | 1.3 | 408
L-203,bench_deep_k_density_auto_wall_s,1.3,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,9,deepk-density-auto: min s 1.3
L-204,bench_deep_k_density_auto_peak_vram_mb,408,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,9,deepk-density-auto: peak VRAM MB 408; throttled no
L-205,bench_deep_k_density_auto_params,gpus=2; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,9,deepk-density-auto | deep_k | legacy | compact | 2 | 1
L-206,bench_deep_k_density_auto_1g_wall_s,0.7,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,10,deepk-density-auto-1g | deep_k | legacy | compact | 1 | 1 | 0.7 | 0.7 | 680
L-207,bench_deep_k_density_auto_1g_wall_s,0.7,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,10,deepk-density-auto-1g: min s 0.7
L-208,bench_deep_k_density_auto_1g_peak_vram_mb,680,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,10,deepk-density-auto-1g: peak VRAM MB 680; throttled no
L-209,bench_deep_k_density_auto_1g_params,gpus=1; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,10,deepk-density-auto-1g | deep_k | legacy | compact | 1 | 1
L-210,bench_deep_k_legacy_1g_wall_s,0.6,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,11,deepk-legacy-1g | deep_k | legacy | compact | 1 | 1 | 0.6 | 0.6 | 352
L-211,bench_deep_k_legacy_1g_wall_s,0.6,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,11,deepk-legacy-1g: min s 0.6
L-212,bench_deep_k_legacy_1g_peak_vram_mb,352,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,11,deepk-legacy-1g: peak VRAM MB 352; throttled yes
L-213,bench_deep_k_legacy_1g_params,gpus=1; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,11,deepk-legacy-1g | deep_k | legacy | compact | 1 | 1
L-214,bench_deep_k_legacy_2g_wall_s,1.3,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,12,deepk-legacy-2g | deep_k | legacy | compact | 2 | 1 | 1.3 | 1.3 | 416
L-215,bench_deep_k_legacy_2g_wall_s,1.3,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,12,deepk-legacy-2g: min s 1.3
L-216,bench_deep_k_legacy_2g_peak_vram_mb,416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,12,deepk-legacy-2g: peak VRAM MB 416; throttled yes
L-217,bench_deep_k_legacy_2g_params,gpus=2; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,12,deepk-legacy-2g | deep_k | legacy | compact | 2 | 1
L-218,bench_deep_k_nonccl_wall_s,0.9,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,13,deepk-nonccl | deep_k | legacy | compact | 2 | 1 | 0.9 | 0.9 | 310
L-219,bench_deep_k_nonccl_wall_s,0.9,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,13,deepk-nonccl: min s 0.9
L-220,bench_deep_k_nonccl_peak_vram_mb,310,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,13,deepk-nonccl: peak VRAM MB 310; throttled yes
L-221,bench_deep_k_nonccl_params,gpus=2; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,13,deepk-nonccl | deep_k | legacy | compact | 2 | 1
L-222,bench_deep_k_prefilter_off_wall_s,0.6,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,14,deepk-prefilter-off | deep_k | legacy | compact | 1 | 1 | 0.6 | 0.6 | 352
L-223,bench_deep_k_prefilter_off_wall_s,0.6,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,14,deepk-prefilter-off: min s 0.6
L-224,bench_deep_k_prefilter_off_peak_vram_mb,352,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,14,deepk-prefilter-off: peak VRAM MB 352; throttled yes
L-225,bench_deep_k_prefilter_off_params,gpus=1; reps=1; variant=legacy; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,14,deepk-prefilter-off | deep_k | legacy | compact | 1 | 1
L-226,bench_deep_k_shared_1g_wall_s,0.6,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,15,deepk-shared-1g | deep_k | shared | compact | 1 | 3 | 0.6 | 0.6 | 352
L-227,bench_deep_k_shared_1g_wall_s,0.6,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,15,deepk-shared-1g: min s 0.6
L-228,bench_deep_k_shared_1g_peak_vram_mb,352,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,15,deepk-shared-1g: peak VRAM MB 352; throttled yes
L-229,bench_deep_k_shared_1g_params,gpus=1; reps=3; variant=shared; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,15,deepk-shared-1g | deep_k | shared | compact | 1 | 3
L-230,bench_deep_k_shared_2g_wall_s,1.4,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,16,deepk-shared-2g | deep_k | shared | compact | 2 | 3 | 1.4 | 1.3 | 416
L-231,bench_deep_k_shared_2g_wall_s,1.3,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,16,deepk-shared-2g: min s 1.3
L-232,bench_deep_k_shared_2g_peak_vram_mb,416,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,16,deepk-shared-2g: peak VRAM MB 416; throttled yes
L-233,bench_deep_k_shared_2g_params,gpus=2; reps=3; variant=shared; preset=deep_k,params,method-parameter,bench/results/2026-09-01-3090x2-sparse/report.md,16,deepk-shared-2g | deep_k | shared | compact | 2 | 3
L-234,bench_deep_k_single_prefilter_on_wall_s,0.6,s median wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,17,deepk-single-prefilter-on | deep_k | legacy | compact | 1 | 1 | 0.6 | 0.6 | 352
L-235,bench_deep_k_single_prefilter_on_wall_s,0.6,s min wall,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,17,deepk-single-prefilter-on: min s 0.6
L-236,bench_deep_k_single_prefilter_on_peak_vram_mb,352,MB peak VRAM,hardware-dependent,bench/results/2026-09-01-3090x2-sparse/report.md,17,deepk-single-prefilter-on: peak VRAM MB 352; throttled yes
