uniprotAccession,globalMetricValue
A0A7C4FED0,86.69
A0A7C4F9I0,95.06
A0A7C5YZP9,95.06
A0A7C1GBY5,90.44
A0A7C1GQB5,87.31
E4NRA5,92.69
A0A7C2VA70,94.56
A0A7C4D0V2,93.0
A0A7C5Q3R0,92.94
A0A7C4FE10,96.25
A0A7C3UCV1,94.38
A0A7C2VN45,93.69
A0A7C2V9Z5,89.81
A0A285GDA2,78.88
D3SU89,91.56
A0A0Q0RUE1,97.56
A0A0Q2QTI0,74.25
A0A2H4VAF4,90.94
A0A0P0UU16,74.25
A0A150IK51,93.44
L7Z7H3,73.06
D3SYG6,91.06
A0A024BLK9,73.56
A0A023T666,98.38
A0A4D6HQ45,90.81
G1CTK6,73.06
E4NNT5,70.19
A0A7C4FF59,93.56
M0IVL4,74.25
A0A150IV71,89.88
A0A1N5WU47,89.44
A0A1N6XBZ6,70.88
S6E2B1,52.56
A0A2H9N4M7,50.84
A0A0Q2XLA3,83.44
L9XM61,93.25
E4NVU2,77.06
A0A7C3SLY8,43.72
A0A7C3WPJ6,92.12
A0A2H4VTQ9,85.19
A0A2H4VB50,92.31
A0A0Q2QQ54,94.44
H5SLK4,87.5
D3SYK8,60.94
G0T7M2,95.0
E4NV64,71.5
A0A7C1T1T5,76.0
A0A7C4B8P1,82.94
A0A7C1II56,90.44
D3T284,90.62
A0A7C3J3Y9,81.06
A0A643K0Y2,81.81
A0A315A1J1,83.25
A0A285GBH5,58.44
A0A1V0N1S5,89.75
A6VJI2,88.62
A0A1V0NBC1,70.88
A0A371QUF0,84.19
A0A371QUL0,82.69
A0A643JXU9,95.75
A0A1N5U9L1,90.31
A0A1S5WKQ9,72.44
A0A285GES7,93.12
B3TBD8,96.88
U3MY78,71.94
A0A371R2W3,86.75
A0A371R517,37.0
A0A2R6BC28,92.19
Q649S5,91.88
U3MZ93,70.12
U4PFL4,51.62
A0A451FXQ4,73.75
A0A0K0KFY8,55.06
A0A1N7F5C0,89.25
A0A1N7E3N8,92.56
A0A371QZJ2,59.78
A6VGY8,50.44
G1UF05,62.0
B3TBA8,60.75
F2ZB28,79.5
A6VGS2,95.0
A0A0D5CD85,87.56
A0A1N7DXK6,87.44
A0A1P8VLQ9,74.25
D8J4B2,91.69
C5IXH4,69.81
A0A5N5UCU1,90.25
G3KD93,72.25
A0A643JYP4,95.75
A0A1L3Q3K3,94.19
A0A0H4U8R9,69.5
A0A847UR12,95.69
B6S3R6,73.62
A0A1L5YJT1,97.94
A0A650CUC6,81.12
H9BVU2,73.0
A0A650CVS4,66.81
A0A0B5AG75,98.31
A0A170STT6,93.62
A0A5N5U857,94.25
A9A7V9,76.94
A0A643JTE2,68.0
A0A1L3Q122,90.56
A0A160VRX2,70.56
B6S3Z8,73.62
A0A161KIY7,73.44
B2CGV8,67.88
A0A643K142,92.69
A0A1L3Q013,94.31
A0A7C5TJS2,90.19
A0A7C5XJZ8,94.69
D3SUI5,96.06
B0LJX1,78.38
A0A024BP01,76.12
A0A160VSC4,95.81
A0A7C1CD33,93.06
A0A482TFX3,78.12
A0A7C4FD96,93.38
A0A7C3IWP1,84.12
D3SXE8,92.56
A0A497EZQ1,87.69
A0A7C1GAE6,96.31
A0A7C3F5W8,89.5
A0A7C3ERK5,94.56
D3SYI8,94.94
F7PQ61,94.94
A0A7C5TG47,95.62
A0A7C3MAX5,93.75
A0A0M9AMT1,70.19
Q64A50,90.12
U3RJ31,98.38
A0A0E3ME07,91.25
A0A0E3MGY3,87.81
A0A0P9D2C4,95.5
A0A0M9AMM8,95.38
I0E288,71.69
E7QVA1,72.25
A0A0E3MG01,97.0
D0EGQ9,73.44
T1YXZ3,72.38
H9NM57,87.25
A9CTT0,66.12
Q5UWS5,89.62
A0A0E3K0J8,84.88
A0A160VSE4,67.75
A0A0B5G337,97.44
U5TRK7,98.38
A0A0E3KC29,90.94
I3RA83,97.06
A0A285EQ69,74.38
H9TFX4,82.81
A0A161KIG6,93.62
A0A1S7B1S1,98.31
A0A811T4F7,44.41
E7QUW7,89.5
A0A0Q2MQ42,89.81
A0A2H4ND68,74.94
A0A160VQ02,89.5
Q5V6X0,93.5
E7QU54,94.5
A0A1N5WPZ3,96.75
A0A0U2SI73,92.94
A0A7J3Z4L2,96.56
A0A7J2TI19,75.81
A0A075GSV3,91.81
A0A075H6C9,74.94
A0A075HNQ0,92.56
A0A075G5N6,93.31
A0A497EYA8,96.44
A0A7G9YWM7,93.81
A0A1D8RA63,71.0
A0A7J3JS97,86.06
A0A7J3Z818,94.38
A0A7J3M149,71.81
A0A075HT91,88.81
L0AP78,91.5
L0ADU8,88.06
A0A7J2U1I6,86.94
A0A075I631,71.75
A0A314ZT81,93.69
A0A482T6U3,85.12
A0A7G9Z255,95.44
A0A1I0AEH7,95.19
A0A7J3I9L1,94.81
A0A075GW55,96.81
A0A075G7A5,92.94
A0A075GWF9,95.56
A0A075G8Z0,44.47
A0A075FXW9,88.88
L0JIH2,65.38
F7PKG8,92.56
A0A7G9Z7P6,89.31
A0A7G9ZBK6,90.69
A0A7G9Y5W3,86.19
A0A1G6PYH1,79.25
A0A7J3QDU3,93.5
A0A075GXY2,90.94
A0A075HEH5,89.12
A0A075HKW0,71.5
A0A075HQJ6,93.69
A0A075HMM3,90.38
A0A075IBV6,91.81
A0A075H409,81.62
L0JTV8,84.94
L0JL67,84.88
D3SWJ2,83.62
F7PKV7,76.06
A0A7G9YXM8,91.19
A0A7J3SL02,91.25
Q466D7,80.44
F7PH49,94.38
A0A075HZA6,85.81
A0A075GZQ1,93.38
E4NVI1,91.56
A0A7C2BLN4,69.69
A0A7C5LC07,92.5
A0A7C4W3S9,98.25
A0A7C4JJA6,92.88
A0A7C4H6U1,80.88
A0A7C4FCS7,85.38
A0A7C5YZW0,81.69
A4UYH2,98.06
A0A7C1T6J0,85.69
A0A7C4NLE6,84.5
A0A7C4NNU1,95.44
Q9C4H4,98.38
A0A650CHK5,74.44
A0A7C4FH94,94.19
A0A650CET4,95.12
A0A7C4FF53,78.56
G3EZH4,76.25
E6NA14,90.88
D6PB24,88.25
A0A7C5XLQ0,97.31
A0A7C1P0V6,93.56
A0A7C4FG32,76.75
A0A7C1E245,91.44
A0A7C1GPK1,80.44
A0A7C4NQV4,93.94
A0A7C2BKW7,40.88
A0A7C4E1L4,87.5
A0A7C2ZQ09,92.69
A0A650CEG5,86.88
A0A0S1WDR8,95.69
A0A1B4ZDN1,76.31
A0A7C4F7X6,84.75
A0A7C2VLG2,82.81
A0A7C2G052,89.56
G0T7E5,94.31
A0A7C5L7E1,97.19
E4NKW4,79.25
E4NLA5,84.44
A0A7C1TA11,62.69
A0A7C1T1R1,94.44
A0A643JUZ6,86.5
M1T7C2,71.81
A0A0E3K9F8,96.12
A0A345EBP1,91.69
A0A371R1S2,92.06
A0A371R5S8,95.5
E4NN41,78.44
A0A7C3SLY4,88.25
A0A7C3RDM7,87.5
A0A7C4JLV0,93.81
A0A7C4D7X3,92.44
A0A847UJ79,90.44
Q5V2G5,90.62
A0A832ZRI9,95.5
E7QQD5,69.44
A0A1V0N5T6,69.94
A0A371QWK6,65.88
E4NQ17,89.75
A0A7C3YBH2,58.94
A0A7C3MCZ1,97.19
A0A7C3IXY9,96.75
A0A832CRP3,92.5
E7QYD1,70.19
A0A0F2LMY5,92.88
Q5V0B5,85.56
G4Y7B1,79.69
A0A0F2LPI8,88.31
A0A1V0N605,83.19
A6VGR6,93.25
A0A7C4NT19,83.44
A0A7C4D9N2,89.19
K4NTX4,72.5
A0A345DZ11,87.88
A0A345EG21,92.0
E4NUZ5,92.88
A0A7C2N6M4,94.62
A0A7C4D9X7,90.31
A0A7C3J4X1,84.94
E7QSZ0,51.5
E4NLH4,91.38
A0A7C1E9G8,81.75
A0A7C4I680,90.44
A4UY83,98.19
A0A6S4IA80,76.69
A0A7C3F3B7,93.94
K4P7Z5,73.81
E7QZX3,95.75
A0A0F2LP52,93.94
X2GAF7,72.88
A0A7C4BC96,84.12
E2IA82,72.31
K4HUK9,76.38
A0A643K3G3,76.75
A0A650CFT6,94.56
L0AHV0,85.38
A0A0D6JWT9,87.44
A0A643K1M1,93.44
A0A650CFK9,90.06
A0A314ZVE7,86.5
L0AJ24,69.56
A0A5N5U817,96.12
B6S3Y6,73.69
A0A643JTD3,79.12
L0JK61,88.56
L0ALU7,94.75
A0A0N0U9Y4,90.25
H9TG27,84.31
G3G8N4,61.31
A0A650CWV7,90.12
A0A643JRV3,80.5
A0A643JYF5,82.69
A0A2Z5PKD7,94.88
L0ALU9,64.62
A0A0D5CST6,73.81
A0A650CVB8,88.5
A0A650CHQ7,56.97
A7E0W6,97.38
K4HUU7,72.5
L0JPQ6,92.25
A0A643K1D5,82.31
L0AIW2,68.25
Q9C4P5,89.56
L0JQI4,96.12
A0A410HX66,97.06
Q5V3C2,92.69
E4NPG5,88.69
A0A7C4FDF9,90.12
A0A7C4BBN4,90.75
A0A0N8PPD5,68.69
A6VFQ6,92.12
A0A7C1E8D7,91.62
A0A7C1GC02,90.69
A0A7C3ZSC7,97.5
A0A0X3BMC7,94.56
A0A117LFQ8,91.5
E7QWF7,76.19
A0A0E3MBS5,95.56
A0A371R3H9,96.44
E4NRT2,85.12
A0A7C2VB65,91.0
D0KT45,96.12
Q5V023,97.5
B7VGF1,69.81
A0A7C5YUA8,80.31
A0A7C4HED5,87.44
A0A117KMK3,84.31
E7QQI1,85.31
A0A0K1YBC1,86.19
E4NVA8,65.06
A0A7C3YPE7,94.12
A0A7C5YXA5,95.81
A0A7C2FFR5,95.94
A0A101E1A3,92.12
A0A0K1T9Y4,82.75
A0A7C4JJN8,91.81
A0A7C5U605,79.12
D0KQ96,97.81
Q5V2C3,90.31
U3MXA7,73.5
E4NLU5,86.0
A0A7C4BC46,88.88
A0A7C1GCS0,85.31
A0A7C2BKP9,77.75
A0A7C3J3T8,87.94
D0KS82,91.44
D0KNZ8,80.25
A0A0Q2MP22,94.31
I3R3B1,84.88
M0J304,77.25
A0A0P9CTM3,93.25
A0A7G9YSD1,89.19
A0A7G9YXR1,80.44
M0J4I8,60.34
A0A0S1WEE5,94.56
A0A0P0UPB5,72.38
A0A0K0MTH4,73.31
I3R202,93.38
A0A7G9Z2T1,91.62
A0A2H9N2K3,89.81
A0A7G9ZAW6,92.31
A0A7G9Z2F4,92.62
A0A7G9YDU0,70.19
I3R276,69.62
I3R2B5,94.5
A0A0U2Y9A9,88.94
A0A0K0MST7,72.62
A0A2H4V950,93.38
A0A088E3W4,85.56
A0A7G9YW43,89.94
A0A7G9Z7I5,93.56
A0A7G9Z8H0,87.44
A0A345E8T1,76.75
A0A090JTM7,70.5
A0A7G9YSA1,91.44
A0A7G9YHQ0,94.31
A0A0C5PT13,75.44
A0A1V0N2H0,96.5
A0A520KGP3,92.56
A0A7G9YA42,92.25
A1XWC0,90.06
A6VHH8,93.69
A0A7G9YWL0,84.12
A0A7G9YME6,77.56
A0A7G9Z844,89.75
A6VFD3,58.75
A0A7J3VUM6,74.69
A0A7J4JEM9,88.38
A0A088E7P0,79.5
A0A7G9YEA0,42.31
A0A7G9Z117,91.62
A0A7G9YKC9,68.69
A0A371QWY6,97.12
A0A088N6C6,70.5
A0A7G9Z9J2,88.81
A6VFA7,81.06
A0A088MZC0,68.25
L0JKI6,82.25
L0AEU5,95.56
L0ACB8,96.5
X2G587,72.12
A0A830FGB4,92.25
L0AK76,83.06
L0AHB3,93.12
K4NU00,65.5
A0A314ZML4,88.5
L0AED0,90.88
A0A371R6H2,98.25
A0A2D2AP46,90.81
L0CL96,97.88
L0AIP7,86.44
A0A7C3F0X4,94.31
A0A371R3A2,87.44
R9XWS2,69.56
K4NR81,74.5
K4HTJ6,64.69
A0A1B1TDG5,90.06
A0A830FRX7,88.44
L0JNU7,90.19
L0AHB7,83.62
A0A314ZWK9,75.31
L0JHD1,87.12
L0AJF1,85.31
A0A2G9LJX7,94.31
D6PBV4,87.81
A0A650CVR7,90.06
A0A2H4V6K4,90.94
A0A2L1CC02,92.38
D3SXI7,80.75
A0A497EZ53,89.31
A0A0Q2QNS1,90.94
A0A0P8DW39,96.25
M0J0P7,84.81
Q2QAS0,95.62
A0A482T3U6,71.94
A0A0Q0VLC3,87.81
A0A0A7V7M0,68.25
D3SXR2,90.44
I3R1R9,94.44
Q46BJ5,76.88
A0A482SZE5,91.0
F7PIL0,89.19
A0A0M4FF75,98.56
M0IN12,97.0
Q8NKL9,97.94
A0A024BTW6,96.81
A0A643K166,94.19
A0A075H8B5,87.62
A0A075H1G3,94.75
A0A075G2Z3,81.69
A0A075G1W0,89.81
A0A075G9D8,88.5
A0A075GNX5,67.75
A0A075FI55,88.56
A0A075IC99,76.0
A0A1H5TBM3,86.19
Q46EV4,93.0
A0A075HPA1,95.62
A0A075GBG2,79.62
A0A075I769,94.75
A0A075I5N2,82.62
A0A075H400,87.0
A0A075HPG1,91.5
A0A1H5X711,91.44
A0A643K381,81.56
A0A075H6P0,73.06
A0A075HKE9,90.69
A0A075HTC1,90.0
A0A075FLM7,84.94
A0A075FMX9,80.25
A0A075IDN7,90.0
Q468L7,82.12
B0CMM4,98.38
A0A075HL92,94.19
A0A075GNK5,82.25
A0A075H5Q7,91.56
A0A075HFZ5,93.94
A0A075HJL9,92.69
A0A075GF11,86.44
A0A075FL00,88.5
V6AR64,88.94
A0A0F8KKF4,79.12
A0A2L1CDB1,93.62
A7E0I5,93.12
A0A075HDT6,96.69
A0A075HFT1,92.0
A0A075GC44,87.06
A0A075GID3,64.12
A0A075HBB5,81.5
F1A995,94.88
Q46BP9,92.38
A0A650CG04,62.88
Q46BM4,87.88
A0A075HVQ6,95.69
A0A075HYR2,75.88
A0A075I7U4,93.88
A0A075FN12,90.75
A0A075GDS1,76.25
Q467Z8,89.81
Q46BV1,90.94
A0A075HWE6,96.56
A0A075I5F3,91.5
A0A075GCS9,89.62
A0A075GBQ2,94.81
A0A075FMB6,84.5
A0A075HNA6,94.75
A0A075FT30,87.94
G9CSX3,71.81
D0KQL9,84.06
A0A101DET9,94.75
A0A101IY22,89.19
A0A075G9F4,91.19
A0A075GEG6,81.5
A0A075FL68,95.19
D3SSG8,96.31
A0A650CDE1,89.94
L0AKZ2,81.38
D6PC94,87.56
A0A101IKG4,74.62
A0A558GC11,86.94
A0A075GDM9,88.31
A0A075HSN3,94.44
A0A075GW73,65.0
A0A075HFE4,77.88
A0A075GBX4,78.44
D3SSX8,94.38
B0KYG6,97.25
B0KYJ9,97.12
A0A643K6R2,83.06
L0JHN9,75.69
D0KPR8,82.38
D0KUK3,90.25
D0KQF9,95.75
A0A101IFU9,60.94
A0A117MCI8,86.62
A0A2L1CAC2,92.38
A0A075HU70,88.81
A0A075G5V3,92.06
I7JZP6,97.0
A0A101DZR9,95.06
A0A0Y0BG47,98.31
D0G739,67.5
D0KQG9,71.81
Q46CV3,88.0
A0A075GC33,83.38
A0A075GGX1,85.12
A0A650DKN3,97.88
A7E0I3,93.56
D0KN57,78.44
A0A075H3F1,78.94
A0A075FKR2,77.69
A0A075I8S0,93.38
A0A650CH20,93.44
L0JLS2,73.06
L0AD40,87.38
A0A117LF71,83.94
A0A558GAX0,90.56
A0A075G0Q0,89.88
A0A075HHI9,86.12
A0A075HYZ4,93.06
L0JMX9,87.25
Q1HDE8,70.19
D0KRI4,47.88
A0A117MCU6,97.06
A0A075HYH7,94.25
A0A075GHU6,94.56
A0A075ICU6,97.19
A0A075GLM4,77.75
A0A075G4Z2,37.0
A0A075I4Q9,91.38
A0A0M9AND6,83.44
D3SUS1,94.69
D3T2F7,87.94
F7PJP2,82.44
A5YSK2,85.12
A0A650CGS9,95.94
A0A1B1TCL1,90.75
F7PIA7,93.94
A0A643JX46,92.06
A0A2R4RP99,92.94
B3T9B9,93.81
F5CP83,73.25
A0A1P7ZAN1,97.31
I3R9K8,91.31
D3SZ48,84.75
F7PM25,82.88
A0A2R2Y503,70.88
Q3I2Y6,70.12
D8J969,91.94
A0A650CU38,84.69
A0A6C0UWI7,87.25
Q1PS55,98.44
I3R1W3,81.5
A0A7G9Z9V2,87.0
D3STK8,90.0
A0A643JX07,94.69
A0A650CY51,91.94
A0A0A7V2A0,92.56
A0A0A7V0B9,97.25
A0A0U3GVE6,92.81
F7PIQ2,95.38
F7PIW2,84.88
C8BND2,80.31
A0A1I0PF27,93.94
D3SY36,93.31
D3SVH1,89.56
G3EZI1,74.88
C7G0D7,96.0
S6CUR4,85.19
Q9C4Y3,72.19
A0A0A7V160,88.81
A0A0U2Y238,79.94
A0A7G9YT66,93.69
A0A7G9YHY0,78.88
A0A2R4RPR4,94.19
B3U539,96.19
A0A0G3U8E2,72.88
A0A7G9Z9I9,83.0
A0A7G9Z6A3,93.5
A0A7G9YNQ0,71.69
F7PNU5,96.81
B3V706,91.75
B3T810,89.19
A0A1Q1NAM9,95.94
I3R5S7,96.0
A0A7G9Z0J0,84.0
A0A7G9YNS6,90.19
A0A7G9YBR2,90.62
A0A5N5U5H2,96.44
A0A101IIB5,89.75
A0A7J9RZW6,85.31
D3T0L3,57.75
A0A0M9AK16,47.47
A0A314ZVX7,90.12
A0A5Q2WUN9,69.5
A0A314ZU42,94.5
D0KRV3,92.56
A0A117LG02,77.75
F8SP51,97.5
I0IVH4,79.5
A0A315A283,96.44
A0A315A220,92.31
I7C0R4,86.69
F7PIN6,88.25
Q977K8,86.19
A0A314ZWI8,98.12
D0KNE6,60.19
A0A7J9S7M6,83.19
A0A482T2P4,78.94
Q6UMX9,84.44
A0A650CIW9,93.12
A0A0B5JLC7,69.38
A0A314ZUR8,92.88
D0KU16,79.38
D3SVD4,83.56
M4Y2R5,70.69
A0A5N5U2L0,96.75
A0A1S8AQX0,69.38
A0A7J4KVQ4,82.88
F7PJ06,96.38
A0A650CGC2,82.75
T2A4K3,98.44
A0A0F7PCW9,83.12
D6PB95,83.81
E4NRH9,88.19
A0A7C5YUW3,85.19
A0A7C5YU10,95.25
A0A510NB54,88.94
A0A090JSS8,91.75
I3RBA4,91.0
V6AVQ1,97.06
A0A6B7RDD5,75.06
A0A7C4NLK0,80.12
A0A088E1H1,94.25
A0A0E3K9V0,97.56
A0A7C4BAL9,72.06
A0A7C4D1S1,75.75
A0A7C2V9X8,95.25
A0A7C4JKZ9,95.56
A0A7C3ESN8,92.44
L0AJM9,82.31
A0A2P1C891,69.56
A0A088MZQ3,63.75
I3RU44,76.0
A0A0F7PB90,86.25
A0A0M9AMQ4,84.81
H9TFS3,78.5
A0A1B1TBI4,90.56
A0A220SWU4,87.31
A0A7C4BAK7,93.19
A0A7C4JL33,93.44
A0A7C5Q9Y7,96.69
A0A0E3MJL2,87.94
F1CWC6,89.88
A0A1B1TAM7,90.31
A0A7C4JKE9,90.38
A0A7C4D6D3,91.31
A0A7C4E137,91.69
L0AKM8,77.31
I3R678,68.69
B6S3D5,71.94
A0A7C2FF77,91.19
L0JHH7,66.88
L0AHJ5,76.69
L0AMJ3,82.75
A0A0E3M9M7,95.81
I3R4M4,90.62
A0A0U3GPJ2,95.12
A0A0M9AHP1,61.28
A0A7C1IDA4,84.62
A0A7C4GZ82,50.38
L0CJF3,98.38
L0JHF4,81.19
L0ALP4,90.12
A0A075H1N5,96.31
A0A0F7PE50,88.0
A0A2H4VCA8,92.56
A0A1I0EQ47,69.19
A0A7J3M1W9,76.25
A0A7J3Y0K0,92.94
A0A7J3KGG8,89.38
A0A075GMP4,92.94
A0A075GB13,85.5
A0A1Q2XBI0,98.5
S6CSP4,87.69
Q5V3M4,78.06
A0A7J2U3B4,87.94
A0A7J3MYD3,96.88
A0A7J2TKN3,96.25
A0A7J2TJU4,89.75
A0A075H3K7,94.69
A0A075I573,83.88
A0A075IA18,77.94
A0A075HG71,93.44
A0A075GWE6,82.69
S6DRK6,93.25
Q4LEG3,96.19
A0A1H9ZSW3,81.38
A0A1I7AXM4,88.94
A0A1D8S4D9,94.0
A0A7J2U5Y7,78.94
A0A7J3MXF9,92.31
A0A7J3M0C8,88.88
A0A7J3Y0G0,82.06
A0A075GYG9,50.81
F1A8N8,94.31
Q5V745,50.12
A0A0E3WTS7,82.88
A0A1G6W298,95.94
A0A1I0FRW1,70.19
A0A075HBP7,96.94
A0A075FRM8,94.81
A0A075I3S8,87.81
A0A075I4T4,90.38
Q5V2N5,85.75
P94943,94.81
A0A0F6T164,91.31
A0A1D9C787,96.38
A0A7J3ZJ34,88.06
A0A075G4R9,90.88
A0A075GVY8,82.81
A0A075H7Q2,83.31
A0A075HHY7,94.81
A0A075FNY3,90.31
A0A075GF12,88.06
A0A075G9V5,92.25
A0A075GJY2,88.31
A0A075GY85,79.19
A0A650CUT7,91.06
A0A1G6UFG6,95.81
A0A1D8S6B5,96.12
A0A7J3ZJ64,87.31
A0A075HZI8,81.88
A0A075GW21,85.12
S5RJJ0,72.69
E6N3W2,92.44
G5CP86,98.25
E7QY44,84.19
A0A0F2LRG2,83.75
F1A8U5,94.81
A0A7J3JS81,87.81
A0A7J2TJL1,96.06
A0A510N7M9,90.06
A0A7J3X5X0,91.25
I1U3Q9,73.12
A0A1H5UV63,97.12
I0IVD6,77.94
A0A7J3SK81,87.81
A0A7J3I6N5,87.38
A0A7J2TIM5,96.94
A0A832AT96,88.69
A0A7G9Z4V3,69.75
A0A7G9YL15,65.69
A0A0N0BQD1,95.88
A0A523BF63,96.19
A0A088E6M8,76.69
A0A7J3X6U6,87.0
A0A7J3QF11,93.81
A0A7J3Z689,93.25
A0A7J3N083,85.44
A0A847UKT9,94.94
A0A1V0N3M7,94.0
A0A7G9YEB4,81.0
A0A1Z1N0E9,82.56
A0A1H5YLI9,93.0
W0P1U5,96.75
A0A510N6H8,96.06
A0A7J3JPE6,92.31
A0A7J3M0B6,83.31
A0A150IMC5,91.81
A0A7G9Y2C6,80.81
A0A1H6B0F4,86.44
A0A0M9AIT5,91.0
H9U131,76.62
A0A7J3I5E2,81.75
Q8TH28,91.81
A0A7G9YV43,86.0
A0A1H5VAG6,87.88
A0A088E4J9,89.56
A0A1G6JR87,84.38
A0A1G6ISA2,85.44
A0A1I6ZWZ2,88.94
A0A7J3SKY9,75.44
A0A7J3Z4Q7,86.38
A0A7J3KG34,59.44
A0A150J098,82.69
A0A0B5G2K4,97.38
A0A1S7B216,98.5
A0A088E474,86.38
A0A1I0DCU1,96.5
A0A7J3SLW4,93.62
A0A7J3JNM5,87.75
A0A7J2TBJ5,83.25
A0A7J3Z7K0,88.75
A0A7C4WBZ4,93.38
A0A7C3WT71,70.5
A0A7C1GNV1,83.81
A0A0C5PMS9,77.25
Q64C14,92.81
A0A650CHG4,91.94
A0A5N5UGM4,72.5
A0A1S7B368,97.12
A0A2Z2L823,77.31
U5ZZY2,71.19
B3TCB6,87.31
L0JJX6,92.69
L0JSI9,90.0
E4NNG5,66.5
A0A7C4H333,89.12
A0A7C4JIF2,94.94
A0A7C5TMA0,79.19
A0A7C4NNA5,92.12
A0A7C4H9A4,91.62
A0A7C4HD44,90.12
A0A7C2BLV7,87.06
E7QUD9,93.44
B3V5D1,93.0
L0AIR9,85.5
L0AJ16,84.88
A0A4D6HHY0,89.44
A0A7C4H7L5,64.31
A0A7C2VBD0,95.5
A0A7C4FBE7,89.94
A0A650CFY2,92.62
Q5V6M8,64.75
Q5V754,83.94
E7QNN6,63.84
R4I3M2,76.62
Q3I2D3,74.31
Q3BB22,92.94
A0A830FKB6,66.25
A0A832AXR7,92.0
E4NPI9,87.56
A0A7C4S8B4,77.06
A0A7C3UCS0,93.19
A0A7C5XJ60,91.56
A0A7C2VL12,93.88
A0A7C4H5F7,96.38
A0A7C5UA30,85.38
A0A7C4E0Y7,75.62
G4WBX2,88.31
L0BAF7,78.06
L0JL08,90.56
A0A2G9LKU6,81.44
E4NRF5,88.81
A0A7C3MFK6,88.25
A0A7C5QN11,87.94
A0A7C4E0U6,94.88
A0A7C3IKX1,84.62
A0A2R2Y6V8,63.94
L0JJ64,90.19
G0T848,94.44
E4NU24,83.62
A0A7C4FB60,86.25
A0A650CKD4,95.12
A0A314ZWK7,85.44
L0JP78,95.44
L0AEW1,95.75
A0A2G9LJ90,85.0
E4NQI9,83.31
A0A7C4H8B1,89.06
A0A7C5UV00,84.75
A0A7C2SNY8,78.94
Q9P9D3,87.69
A0A832CTF3,82.19
L0JI93,80.12
A0A371R401,96.0
A0A315A168,90.44
A0A150JJ29,90.38
A0A0E3K6Q7,90.06
A0A1H5ZX22,96.12
F6N3C4,75.44
D6PB57,50.97
A0A1B1TC68,38.56
L0JJN7,76.69
L0JR05,89.38
L0JI82,91.0
G0T6P2,68.31
A0A7C1SMS5,78.5
A0A7C1P3W8,91.0
A0A7C5YYM9,86.81
A0A7C4D7T5,88.75
A9A9S0,94.56
L0JLD5,73.31
Q8U4T0,84.44
A0A1H5YQ58,85.75
A0A1H6B755,90.75
A0A7C5XMY0,75.81
A0A7C5TF17,72.06
A0A7C5Y842,86.38
A0A1H5TC78,86.12
A0A1B1TEX8,93.88
A0A7C2NBU2,94.12
A0A7C2BLH6,88.88
A0A7C5U5C6,96.25
A0A7C5YBW8,83.0
L0AHW6,83.38
L0AJ76,66.75
A0A1H6BSW6,79.69
A8SWS6,76.5
A9A7G3,31.12
F6KVD7,73.25
A0A7C5UVW7,94.31
A0A7C5TFM1,91.94
A0A7C2VI78,62.47
A0A7C5XLR9,96.56
A0A7C4NKH4,93.0
A0A7C5U7H9,61.59
L0AHD6,94.12
A0A157T3L1,80.19
A0A1H6C9Y9,65.0
W8PTK7,68.31
A0A0H4T0D4,87.94
A0A7C4FC20,74.0
A0A7C4BCL8,91.19
A0A1H6B6E7,83.69
A0A1B1TBD7,71.31
L0JJZ6,86.81
L0AGF6,97.62
E5KJZ7,93.69
E4NVW0,92.0
A0A7C1E837,89.88
A0A7C1CF45,90.69
Q9V1A3,91.88
A0A314ZQL0,94.38
A0A314ZKV8,84.0
D6PBP1,82.06
A0A7J2THC2,93.88
Q2I0L6,90.44
G0T8B2,93.88
E4NQ82,84.38
A0A7C4BDG3,97.38
A0A7C3M849,94.12
A0A7C3RAZ7,96.12
U5TV33,97.31
A0A7J3IA56,94.62
A0A7J3KGA2,34.72
A0A7C1T2W0,86.19
A0A7C4D6M8,88.69
Q5UXH2,77.12
A0A0E3GV06,95.06
A0A1I0JT61,92.25
A0A7J2U1R1,87.44
A0A7J2TJS0,94.38
E7QTA4,92.81
A0A7C4S8Q7,90.5
A0A7C4BE20,55.22
A0A7C4JJP6,90.44
A0A0Q2QSM4,95.75
B8YCV2,75.62
E5FG05,71.06
A0A7C3SNJ6,87.19
A0A7C3WKJ8,89.88
A0A7C2VQ75,94.69
A0A7C4BDC9,97.38
E7QU27,88.12
E7QVK3,96.62
E7QR65,83.19
A0A1G6LLF3,94.81
A0A7J2U3W8,93.56
A0A0Q2M3B3,95.94
Q5V446,96.75
Q5V2B3,92.56
G0T765,71.25
E4NNN7,92.81
A0A7C3SN15,88.44
A0A7C2BL16,84.75
A0A2L1CBN0,93.5
A0A1G6LK99,93.88
A0A1I6Z229,76.25
Q5UZZ9,79.5
A0A7C4D463,82.19
A0A7C4E126,90.25
E7QYZ7,92.38
A0A1G6ML21,79.81
A0A1I0IAL3,93.56
C0LKS3,97.12
A0A0Q0XHY8,90.62
A0A0Q2S2V8,96.44
A0A833E099,81.25
Q5UXN8,94.88
A0A7C4BAU9,94.31
A0A170SV75,86.69
A0A1G6LTY2,95.81
A0A1D8RA72,73.94
A0A0E3MB93,45.44
A6VFW8,70.19
A0A345ECA1,95.88
A0A7J3ZLS8,96.19
A0A7J3JS96,92.44
A0A7J3JR74,89.94
Q5V162,89.62
E7QQC4,97.5
A0A101FT99,87.12
A0A1G6R5Y1,89.44
A0A7J2U5Q8,91.19
